"player_name","seasons_played","games_played","rush_attempts","rush_yards","rush_tds","rush_yards_per_carry","rush_yards_per_game","receptions","rec_yards","rec_tds","total_yards","total_tds"
"Derrick Henry",9,144,2553,12425,113,4.86682334508421,86.2847222222222,187,1739,5,14164,118
